text,aspect,polarity,lang
такой счастливый),general,pos,en
"узнаешь,сьемки в даре были)))",general,neutral,en
Ну как то так!),general,neutral,en
шалбанова умерла,general,neg,en
"Скучаешь по ""Челси""? По тому, как я приходил, а вы с Аскариком угощали меня чаем...",general,neutral,en
Зачем разжигаете войну и кровь на украине ?,general,neg,en
"Готовлю солянку. Уже заброшены оливки и корнишоны... Такая чудная вещь получается... Как бы женщины не спорили, лучшие повара - мужчины. )))",general,pos,en
"23 мая Вадима из Тамбова перевели в другую часть, в г. Хабаровск",general,neutral,en
"прости, я просто удаляю всех с семейки и буду отдавать старницу",general,neutral,en
ава дрочная)ахха*,general,pos,en
ну че там через сколько ????,general,neutral,en
Сен - Тропе,general,neutral,en
Сергей просит Вас выслать ему Бетонные блоки.,general,neutral,en
"Ребята как и договаривались...завтра устраиваем очередной заплыв в районе Серебряного бора - ""Бездонное озеро""...где-то с 12.00 до 14.00 в этом промежутке;) всех желающих в ЛС...камера есть поснимаю Ваш дебют)))",general,neutral,en
Ставь лайк если тоже!,general,neutral,en
"Халявный незапароленный, подозрительно молниеносный вайфай. Ставлю сотку на то, что завтра он пропадёт.",general,neutral,en
"Это был самый счастливый день в моей жизни!!!!)
Вика спасибо огромное!)
Влад,спасибо за поддержку)
Как же это было офигеннооооо!!!)
Я счастлива)",general,pos,en
"Со всех сторон замечательный и очень познавательный фильм про грибы.
Кстати, скоро сезон ;)",general,pos,en
"Почему Вкрнтакте нет кнопки ""Подтвердить, что я отсутствую на этой фотографии!?""",general,neutral,en
"radio MITRO Екатерина Юртаева - Премьеры

Как выжить на Марсе, отметить  юбилей звезды и попасть в ""Танцы"", слушаем=)",general,neutral,en
"ну вот... стоило на полдня отлучиться.....
у вас тоже так ?",general,neutral,en
М-дя.... Дык вот чего не хватало нашей медицине...,general,neutral,en
вот блять полка для пива)))),general,neutral,en
"обожаю жить в Бердянске!!! это лучший город! после работы идешь на море, на выходных просыпаешься - идешь на море!)) и купальник с сумки можно не выкладывать)) особенно когда лето начинается в апреле))) 
..и неделями не поверяешь сообщения в контакте)))",general,pos,en
"Вы все дома? А, а я на море:-)",general,pos,en
"Я спать, милая моя негритяночка )))",general,pos,en
"[id10947395|Дмитрий], У моей сестры такой, здоровенный гад..",general,neutral,en
"Скромно,талантливо,по-советски...!)",general,pos,en
"короче,дело было так...",general,neutral,en
Решила кинуть) Так сказать самое любимое за последнее время)),general,pos,en
"Сектор Газа - Нажми на газ
1993",general,neutral,en
Как я был наблюдателем на референдуме в Севастополе )),general,neutral,en
"Маленькая провинциальная,такая же как и сотни итальянских деревень-деревня Сан Феличе. Здесь каждый любит свое дело и превращает его в искусство- садовники своевременно стригут деревья, каменщики аккуратно чинят тротуар, стараясь сохранить средневековую брусчатку, в булочных пекутся самые вкусные пирожные, а ее хозяин приготовит ароматнейший кофе и очень приветливо протянет вам чашечку. Этого вполне достаточно чтобы здесь родились Данте или Леонардо) Именно в этом месте завершились съемки нашего проекта Madly in Love...",general,neutral,en
"Помогите! Какое слово из 8 букв загадано на картинках?
Возможные буквы: К Е Р Щ Э Н И Ь Е У Г Ы Ш Х

Присоединяйтесь к игре:",general,neutral,en
заценила ; D,general,pos,en
Может понравится),general,neutral,en
"ты бросаешь мне вызов, барабаньщица?)",general,neutral,en
Пойдем на варкрафт,general,neutral,en
Вот смешные ребята))))) XDD,general,pos,en
Красная-прекрасная площадь,general,pos,en
у следователя в кабинете,general,neutral,en
Авиационная бомба.,general,neutral,en
"я содрогалась, смотря работы этого художника
просто кошмарные",general,neg,en
Пресс-конференция Виктора Януковича в Ростове-на-Дону,general,neutral,en
Моё чудо-юдо)),general,pos,en
ты восхитительна!,general,pos,en
"[id100574173|Sergei], с вопросом Гамлета!)) ахахаха))",general,pos,en
Активный отдых),general,pos,en
"Свадебная фотокнига ""Дмитрий и Анастасия"" (Астрахань ) Формат фотокниги 30х60 см (в развороте ) | материал обложки натуральный испанский хлопок | классическая фото книга на основе химической печати | фотобумага шелк | 
Больше фото можно посмотреть здесь :  
Принимаю заказы на свадебные фотосъемки : т. 8 906 455 8420",general,neutral,en
"кстати, слышала классную песню? говорят ничё так",general,neutral,en
Друган вещает :),general,neutral,en
"Решил написать рецензию на  #Хоббит #ПустошьСмауга. Будет приятно если Вы прочитаете и оцените мои труды,) 

Что бы прочитать #рецензию перейдите на страницу, которая прикреплена ниже картинки",general,neutral,en
"Сейчас в Вашингтоне цветут сакуры, очень красиво, только за это его любить можно..",general,pos,en
Кто что делает?,general,neutral,en
"Спасибо людям, которие одной фразой могут заставить ДИКО ЗАРЖАТЬ.",general,pos,en
Не ставь точку там где сердце ставит запятую!!!,general,neutral,en
сколько времени тратится на оценку себя после всего что мы сделали,general,neutral,en
"Даниил с Алёной сегодня готовили пончики, которые Даня научился в школе делать. Так что сегодня у нас вкусное угощение дома :)",general,pos,en
"Все сволочи!
Все завистники!
Все! Все! Все нехорошие!
Все! все! нехорошие! Никто меня не любит!",general,neg,en
зайка я тебе люблю,general,pos,en
Иллюзия обмана смотреть онлайн,general,neutral,en
"Двигай попой, Катюш!",general,neutral,en
там еще 2-ая часть есть) ваще кульно)) жизнь изнутри))),general,pos,en
"Почему иногда нужно уговаривать девушку на то,
чего она сама хочет? ;)",general,neutral,en
главное не отбиватца от общества),general,neutral,en
"Сегодня в с.Петровское Беляевского района произошло ДТП со смертельным исходом. 
Мопед и мотоцикл. В момент обгона мопеда мотоциклом, водитель мопеда предпринял объезд препятствия (ямы) и допустил столкновение с мотоциклом. Мотоцикл выбросило на обочину (""в столб и забор"" - по словам очевидцев). Водитель мотоцикла Владимир (19 лет) скончался от полученных травм. 
Был в шлеме, но без прочей защитной экипировки. По словам свидетелей: скорость мотоцикла в момент аварии была в пределах 60 км/ч (мотоцикл 250 куб.см, сельская дорога).

п.с. Итого: 11 погибших в сезоне 2014 (по информации занесенной в базу СЭМПО).

п.п.с. С начала сезона в базе СЭМПО: 100 ДТП с участием двухколесных ТС.",general,neg,en
вот та что с большой)ахахах,general,pos,en
Сэм Тайлер Вернулся в 2009-й,general,neutral,en
"Наша дружба – величина постоянная! Она не зависит от религии, и не скачет как курс доллара. Ты – мой друг, независимо ни от чего, пока ты пускаешь меня в свою душу и даришь мне удивительное ощущение, что мы – едины!",general,pos,en
Подготовка к масажу)),general,neutral,en
"Держи ""Защитник""! На ""Войне"" пригодится...",general,neutral,en
"Женя, хочу познакомить тебя со своей подругой! Она тебе понравится. Узнай кто это:",general,neutral,en
Студенты 11716 группы!!! ВНИМАНИЕ!!! Завтра (3 декабря) пар не будет!!! В институт идти не надо!!!,general,neutral,en
Я чувствую спящий,general,neutral,en
"Платье с пиджаком!Умопомрачительная модель состоящая из платья прямого кроя и пиджака. Тренд сезона - кожаные вставки, помимо эстетической функции еще и отлично стройнят.В такой модели Вы будете выглядеть неотразимо и женственно.",general,pos,en
"ааахахаха)
Клоунада на самом деле)",general,pos,en
"улыбнись, моя Танина дочка!))))",general,pos,en
Самый лучший гайд на DOTA2,general,neutral,en
"Порядочная та ,
Которая в дни разлуки 
Не ушла в чужие руки!!!)))",general,pos,en
"Если бы у тебя даже был другой выход, то у тебя его нет!(с)",general,neutral,en
ДА-ДА-ДА!)),general,pos,en
Скучаю по сестренке,general,pos,en
"Дашенция :8
что происходит?",general,neutral,en
"""Снежный поход""",general,neutral,en
я вам 5 метлы и 5 измрудов и 3 полной кол котов и 3 полной собак и 1 золотой орех а вы мне 1 палочку и 1 клнфету,general,neutral,en
"Пидор,гамосек,параститутка",general,neg,en
Фуух...вот это день сегодня был)))))))),general,pos,en
куплю 10 звезной,general,neutral,en
Вот так скоро и до нас доберется доставка на коптерах ) Хорошо бы посылки доставлять начали ),general,neutral,en
"Посмотрите, как рисовалось: vk.com/livegr#g59946297",general,neutral,en
"Привет, Кирилл, участвуй в конкурсе от ТЦ «ЦУМ».
    Главный приз — ноутбук ASUS!
    Подробности: vk.com/app3462863_129216720",general,neutral,en
"Если кто-то звонит вам, когда он пьян - цените это. Вы очень дороги этому человеку!!!",general,pos,en
Белорусская Ёлка :),general,neutral,en
ПРОСТО БУДЬ РЯДОМ...,general,pos,en
Исполнение действительно потрясающее. Чудо. Сказка.,general,pos,en
"[id22313991|Венера], ты ходила?",general,neutral,en
"Если человеку дать все, что он хотел, он захочет и то, чего не хотел.",general,neutral,en
любимые мои,general,pos,en
Доброе утро начинается с обеда и с хорошей песни!,general,pos,en
Скоро будет дождь,general,neutral,en
Изображение Борис Гребенщиков,general,neutral,en
Хариус киллер  - мой вариант,general,neutral,en
"Дорогая Лена, тебе- персонально )
Диафильм Про оленей",general,neutral,en
"Бесчисленные полторашки ""Колоса"" по выходным рождают в голове вашего гения вот такие сны.",general,neutral,en
"знаю, что не любишь такое , но песенка достойная!",general,pos,en
"У меня есть мужчина, с которым спокойно....
С которым упасть и подняться не больно...
С которым ничто в этой жизни не страшно,
с которым всё просто, с которым всё важно!",general,pos,en
"Друзья, у кого есть знакомые перекупы, которые возьмут мою приору 2009г, пробег 75 000, битая? СРОЧНО. Цена договорная. Перепост от души приветствуется.",general,neutral,en
Опубликовано фото в Instagram  @ Салон Сатори,general,neutral,en
"Обманул раз, обманет и другой! Ударил раз, ударит и другой! Изменил раз, изменет и другой...",general,neg,en
Самый любимый мальчик😍😍😍,general,pos,en
Досуг.Массаж.Чудеса.,general,pos,en
Уехала встречать свое Маленькое Счастье)),general,pos,en
"О наболевшем, так сказать",general,neutral,en
"Народ, а не пора ли нам повторить прошлогодний поход в Лавину?",general,neutral,en
"В ленте ФБ наткнулся на такую забаву: открыть ближайшую книгу на 45 странице, прочесть верхнее предложение, и в нем будет охарактеризована моя любовная жизнь. Я поддался и,
честно говоря, поражен результатом, ибо всякая случающаяся сихронистичность - знак накопления силы.
Книга была La Divina Commedia - дотянуться, не вставая, мог только до нее. На 45 странице сверху такие строки терцины:
Lucevan li occhi suoi piu che la stella
E comminciommi a dir soave e piane
Ее глаза сияли ярче звезд, и она заговорила со мной нежно и тихо""
(это была Беатриче)
______",general,pos,en
"НАТОЧИЛ Я СВОЙ ТОПОР
ГОЛОВЕШЕК ПОЛОН ДВОР!!!!!!!",general,neutral,en
Плейбой для моржей.,general,neutral,en
Как всегда помогает маме готовить) #ЛевАндреич #шефповар #деньрождения,general,pos,en
по горячим следам..19 АВГУСТА - ВРАГИ - клуб  ДУШ...НЕ РАССЛАБЛЯЕМСЯ!!!,general,neutral,en
сегодня 8 сентября всемирный день поцелуев !!!,general,pos,en
Идите спите!,general,neutral,en
Ил-2 штурмовик,general,neutral,en
не ты охренела или что?),general,neg,en
Вспоминается что-то старое кино...,general,neutral,en
"Пришло письмо с каментами от клиента по поводу фотосессии. ""Круто!"" - самая часто встречающаяся надпись))) АХУЕННО!!! МЫ МОЛОДЦЫ!!!",general,pos,en
Джигурда красавчик!,general,pos,en
Это раздельнополые не достаточно для вас,general,neutral,en
"Сегодня умрёшь, завтра скажут - поэт!.. (с) ЧайФ",general,neutral,en
"Под проливным дождем холодным утром Хочу держать не телефон, твою руку. Все,что могу сказать,она поймет без слов.Ее улыбка больше чем любовь",general,pos,en
"Подруг много не бывает, но есть настоящая, которая никогда тебя не кидает.",general,pos,en
"Ппц...прочитал свои старые сообщения...КАКОЙ ЖЕ Я КРЕТИН!!! Как я до такого докатился??)))) 
Верните мне молодость!!!!))))",general,neg,en
"АК+10 ~ 1.5-2г
я могу свой белеф в обменнике +1 с поменять на бая).
вот и думаю.
не желаешь ты например у меня прикуппить бай+5? :3",general,neutral,en
House.M.D.S05E12 с 26-й минуты про инспектора ювенальной юстиции.,general,neutral,en
"Хе-хей, первые получившиеся блины",general,pos,en
"зачислен. поздравляю, господа лицеисты!!!",general,pos,en
Товарищи поддержите комментарии на фейсбуке.,general,neutral,en
божественно,general,pos,en
Романтично,general,neutral,en
Класна ава:-),general,pos,en
"[club33024600|С братвой по жизни ©], Полностью согласна!",general,neutral,en
я ебал эту несправедливую жизнь...,general,neg,en
"ЭТО ПИЗ**, ТОВАРИЩИ!!!!!!!!",general,neg,en
Вспомни как в бассе под нее жгли! Да детка :D,general,pos,en
Спасение кота,general,neutral,en
Учи уроки давай)))))))),general,neutral,en
Вот! Насвистел! Идея и музыка Александр Гуляев. Художник и аниматор Сергей Котов,general,neutral,en
Люблю тебя очень***,general,pos,en
мексиканский бро *),general,neutral,en
Ура!!!!У нас родилась племяшка Виктория!!!!!Принцесса!!!!!,general,pos,en
хочу секса,general,pos,en
Досмотрел?),general,neutral,en
Все дело в деталях! :),general,neutral,en
#новочадо #Мэтью1год + #новопёс,general,neutral,en
"Оказывается, о моей жизни ещё Чуковский писал: ""И такая дребедень целый день - то тюлень позвонит, то олень"".",general,neg,en
"Посреди Оби плавает та самая ферма моста, которая сейчас стоит на постаменте на набережной. По технологическим соображениям сохранили короткую ферму моста. (Мост состоял из двух видов ферм. Короткой, ""свободной"" и длинной ""консольной"") На снимке осталась неразрезанной длинная ""консольная"" ферма. С неё началось строительство моста, её и разобрали последней.",general,neutral,en
Постер шедеврален!,general,pos,en
"Страничку взломали,пытаюсь восстановить",general,neg,en
"Любимый, я скучаю....=*",general,neg,en
Центр львова после бендеровцев 1941 год видео купленно на ебей за 50.000$,general,neutral,en
"7 февраля, Символизирующее Америку олимпийское кольцо не раскрылось на церемонии открытия Олимпиады в Сочи 2014 в день технического дефолта Американского доллара. Любопытно, правда?)

[id4308106|Дмитрий Журавлев]",general,neutral,en
я не идиот и ты тоже:D,general,neutral,en
"простите, что? :-|",general,neg,en
"Ребятушки, кто прогуляться хочет?
Так в облом стало опять спать ложиться.",general,neutral,en
ЖДУ ВОПРОС.,general,neutral,en
геометрия и физика впереди..,general,neutral,en
освобожусь наберу...,general,neutral,en
обменяй шестерёнку,general,neutral,en
За какую Суму Денег Поцелуешь Не знакомого человека ..Кто даст свой ответ .Получит приз .😏,general,neutral,en
"**й меня сломишь - жизнь хороша!
…жизнь хороша!
…жизнь хороша!
…жизнь хороша!
Ну а вообще мой первый овощной суп с курицей и курица обжаренная с овощами ну и салатик)) На фоне той еды которую я ел в течении этих 2 недель, это было просто божественно)) ДА и всем тоже понравилось)",general,pos,en
на тебе другую)),general,neutral,en
"""...На сегодня в завтрашний день не все смогут смотреть. Вернее смотреть могут не только лишь все, мало кто может это делать. "" В.Кличко-Энштейнович. 
Сука до слез ахахах",general,pos,en
Просто ДТ-75.,general,neutral,en
"Мне говорили, дружбы не бывает 
Что это сказки, это лишь в кино 
Но все ошиблись. Все они не знали, 
Что повстречать тебя мне суждено 
С тобой могу, и плакать, и смеяться 
Могу молчать,...я знаю, ты поймешь 
И если буду я в тебе нуждаться, 
В минуту трудную. Я знаю, ты придешь. 
Ты не осудишь, если ошибусь я 
И дашь совет, хороший как всегда. 
А если вдруг поссоримся немного... 
С кем не бывает? ... с нами иногда. 
Но я прощаю. Ты меня прощаешь. 
И мы опять часами говорим... 
Я доверяю,... Ты мне доверяешь. 
Все наши тайны только нам двоим. 
Мне говорят, что дружбы не бывает, 
Но их словам не верю все равно... 
Ведь для меня, та сказка, стала явью. 
И мы подруги, прямо как в кино!",general,pos,en
"Чё за зверьки? Вроде говорят на русском, а мозг картинку не воспринимает. Наверно научный эксперимент.",general,neutral,en
"Немного рекламы . Проехали 20 км лесом,по пищаным дорогах.  В достались в какой то населенный пунк.  Ardis -ты можешь все.",general,neutral,en
"А теперь ломайте голову, кому это?))))",general,neutral,en
ФАЕРБОЛ-1 - 28 Марта 2011 - Сила Света,general,neutral,en
Сыночку сегодня 1 годик!!!! УРРРРРРРААААААААААААААА!!!!,general,pos,en
"Представитель какого-то американского издательства предложил купить несколько моих фото под а4 календарь, как вы считаете, оно надо?",general,neutral,en
"Готовил ужин...приправлял картофель перцем, у перечницы вылетело дно...короче есть невозможно, во рту просто Гиена Огненная...немцам, которые живут со мной, сказал ,что это такая ""фишка"" в русской кухне, и она только для избранных...короче они всё съели...вроде живы...я не ел...ем яичницу...",general,neg,en
Вот такой вот денек,general,neutral,en
"[id8181577|Кристина], Будет ""ДРАМ"" города ...ХЕРСОНА...",general,neutral,en
критику не терпим  извини,general,neutral,en
работается о нее - просто класс :),general,pos,en
герой-любовник :),general,neutral,en
вот от нее ваще голову теряю*),general,pos,en
Ава — красавец парень!,general,pos,en
"а кто есть на ""google +"" ?",general,neutral,en
а что за порода?,general,neutral,en
"Ушёл,на Егэ по математике!!УДАЧИ МНЕ!)",general,pos,en
ПЯТЬ не назначенных пенальти в ворота Барселоны в игре против Челси.,general,neutral,en
люблю тебя солнышко!!!!!,general,pos,en
весна возле моего гаража:)),general,neutral,en
Ну что;) кто в конце августа приезжает на пересдачу;) Не стесняемся;) признаёмся ;),general,neutral,en
"Просто тебе стоит понять,как ты мне нужен.",general,neutral,en
"НП1Б сообщает НП1А,БРД МРХБ,оснащённая ВПХР,СИЗ,ГСА-13,ДП-70,ДП11 запрашиваю координаты психиатрического БСМП...SOS....",general,neutral,en
ну что в парикмахерскую ходил??????????:))))))),general,neutral,en
"правильно деточка, не надо, а то я злая тётя, могу только плохому научить ^_^",general,neg,en
Успей забрать свой талисман любви - жми скорее »»»,general,neutral,en
"Надувной матрас intex + 2 подушки + насос. 
Прекрасно подходят для использования дома, на даче, на природе и даже на воде!
Классический надувной матрас Intex сверху имеет велюровое вискозное покрытие, которое легко очищается и водонепроницаемо.",general,neutral,en
Кто самый нормальный из американской оппозиции?,general,neutral,en
"Красносёлы,завтра можно Мега Бургер покорять,дождались!",general,pos,en
Медведик коротает время на работе),general,neutral,en
УРА! ровно через год конец света:),general,pos,en
"легла в семь,проснулась в четыре) ну нормальная ваще,нет?) ничерта не успеваю) как там с презентейшеном?",general,neutral,en
"[id159760480|Алла-И-Дима], вот уж нет уж ; РРР",general,neutral,en
ахахахаха ты чет совсем уже))))),general,pos,en
аж мурашки по телу от восторга,general,pos,en
"Кто видел корабли не на конфетных картинках, 
Кого еб...ли как нас еб...ли, 
Тому не до романтики .....",general,neg,en
"Сколько сусликов нужно для того, чтобы связаться с инопланетными цивилизациями?",general,neutral,en
Ты самая классная подружка))***,general,pos,en
"Мой результат доп.теста ""Насилие и ненасилие"". Пройти этот и другие мировоззренческие тесты, узнать сходство со мной можно в приложении ""Политические взгляды"":",general,neutral,en
"Мужчины как комнатные растения, без света, тепла и ухода либо чахнут, 
либо перебираются на чужие подоконники.)))))",general,neutral,en
Югог-Западные Interzetчики!У вас у всех провайдер тупит в последнее время или нет?,general,neutral,en
Кто исполнил лучше?,general,neutral,en
"Похожи мы тут на жениха и невесту?? - нет 😄 а в загсе вчера решили что очень даже позожи и что мы пришли регистрировать брак и не верили, что мы со стороны гостей 😄 мало того, когда выходили из загса - нам подыграл живой бенд - музыканты тоже решили, что мы - жених и невеста 😆✌🏼️ @ Совские Пруды",general,pos,en
Вот та же шоколадка))))),general,neutral,en
почему лс закрыто?,general,neutral,en
кто ко мне заходил???,general,neutral,en
Вот прям седня сотворю)),general,neutral,en
"..мы уже постучались на небеса, а ты и моря то никогда не видел.. что не знал, что на небесах никуда без этого??? .. пойми, на небе только и разговоров, что о море.. и о закате.. (с)",general,neutral,en
Саске не соска саске класный!!,general,pos,en
"Олена,  МиниТест « Какие туфли тебе надеть сегодня? » показал результат ниже. Много других тестов здесь - VK.com/minitest",general,neutral,en
"СВОБОДНО 4 вакансии. 
График 5 дней. 
Зарплата от 2000 грн - 4000 грн. 
Время с 9:00-19:00 (зависит от должности.)
Вся работа в офисе.

В офисе есть самовар, печь русская, холодный ветродуй, приятная аура и перспектива к росту :)))) А и вид на Ленина, точнее место где он был. Рядом церковь - если кому нужно... 

:)))))",general,neutral,en
"💖Куча передает всем друзьям привет. Куча живет, немного похудела из-за химии и слабенькая, несмотря на то, что лапка у нее больше не работает,она научилась ходить на трёх.  Гуляем мы один раз в сутки, но это пока химия. Прогулки у нас длинные, по 2 часа,правда Куча в основном лежит и наблюдает за прохожими,кушает снег))) она живет,выпрашивает вкусняшеки,валяется вверх пузом,храпит по ночам, радуется всем....единственное по чему мы с ней скучаем,так это по нашим долгим прогулками вдвоем...💖 их больше не будет,мы почти смирились....мы просто любим друг друга...Очень сильно...💖",general,pos,en
Тебе под настроение))),general,neutral,en
"Мы влюблены в свою свободу
Мы в бегстве от самих себя...",general,neutral,en
УРАААААААА!!!,general,pos,en
"Никогда и никому не говори, что у тебя есть коньяк.",general,neutral,en
Шож  так хреново?!,general,neg,en
Я сдал все сессии😭😰😱😨,general,pos,en
Это какой-то пиздецкий пиздец....,general,neg,en
"Друзья! Нужен пищевой технолог или человек работающий на пищевом производстве. Если есть у кого в знакомых сообщите пожалуйста, очень поможете.",general,neutral,en
"Хочешь ли ты изменить этот мир,
Сможешь ли ты принять как есть,
Встать и выйти из ряда вон,
Сесть на электрический стул или трон?
В.Цой",general,neutral,en
Долбанные пробки... опоздала на работу(,general,neg,en
Электрическая грелка со скидкой 50%,general,neutral,en
приходите!! мы ждем Вас!!,general,neutral,en
"че то так влюбился в эту песню. ну ка раскритикуй что бы я перестал её слушать
)))",general,pos,en
Мистер Светлая Улыбка!,general,pos,en
где та Кристина??,general,neutral,en
Не для тебя мама ягодку растила...,general,neutral,en
Гимн России перед американским бандпосольством в Белграде(Сербия),general,neutral,en
"Любовь — всего лишь придуманная глупость,
которая с лёгкостью заменяется обычным
сексом с разными девушками, алкоголем и наркотиками",general,neg,en
"///и да

Господь, как только такой весёлый, улыбчивый парень /// может ебать такое отвратительное существо.",general,neg,en
"Ну что же, я сдала на права ... и теперь могу авторитетно заявить что в нашей семье пополнение!",general,pos,en
"На этой неделе меню такое:
Первое- Тюмень
Второе- Екатеринбург
На десерт - ТАГИИИИИЛ!!!!",general,neutral,en
"И Райан Гослинг в роли Уолта Диснея в новом фильме Рона Говарда (он еще ""Игры разума"" снял).",general,neutral,en
"Валерий,не намечается лифотосесия для голубоволосых девушек)?",general,neutral,en
"► 

▼ нажми на картинку",general,neutral,en
не петушскуйся ),general,neutral,en
"Принял эстафету от [id162869660|Иры Швецовой]
Передаю эстафетную палочку:
[id191415739|Алексей Соколов]
[id10644564|Даляль Даль]
[id133372712|Сергей Иванов]
[id9651140|Карина Гиндуллина]
[id159836593|Светлана Чепикова]
[id202670603|Федор Грабовецкий]
[id6640942|Сашенька Воробьева]
[id64970613|Иван Иванов]

Условия игры:
1) Выложить фотографию, которой нет в VK.
2) Оповестить 8 своих друзей о том, что они уже участвуют.
3) Прикрепить свою любимую песню.
4) Если в течении 24 часов оповещенный человек не выполнит эстафету, он исполняет желание на камеру :3",general,neutral,en
Вот где сок Виктор,general,neutral,en
Я люблю макароны),general,pos,en
на пары идешь жизнерадостным человеком. а с пар...,general,neg,en
Как тебе:?:)Хот поинт:)))блин названия холодильника:))))),general,neutral,en
"Перечитай,
Время пришло перечитывать классиков.
Перечитай
И немного терпенья, немного внимания.
Перечитай,
К бомбам так просто приделывать капсюли.
Перечитай, перечитай.
Перечитай! Перечитай!",general,neutral,en
Красавица Светулька!!!,general,pos,en
"нет уж, извините)",general,neutral,en
не плохо было сказано**)))),general,pos,en
"[id109630621|Эрик], в Гродно много автоклубов но мало движений хочю их обьеденить под флагом smotra ты как ЗА ?",general,neutral,en
вот это серьезный наезд.....,general,neg,en
НАШ ГОРОД!!!,general,neutral,en
"Что может быть еще лучше,как кроме как увидеться с братом😉✊",general,pos,en
Немного скалолазания )),general,neutral,en
...я затолкаю тебя в тачку силой....,general,neg,en
"Квалу отменят, завтра проведут",general,neutral,en
Скучаю по тебе мой хороший)*,general,neg,en
Добро должно быть с кулаками... А лучше - с топором!,general,neg,en
Что же выбрать..,general,neutral,en
я скучаю((((,general,neg,en
ну почему он такой губастый*?)хаха,general,pos,en
"Неужели и правда, когда Бог раздавал мозги, я стояла в очереди за конфетами?.. Порой сама себе удивляюсь...",general,neg,en
"Жизнь стоит прожить так, чтобы в конце Боги наверху офигели и сказали: ДА НУ НАХУЙ!) ПОВТОРИ!",general,pos,en
Фиона рулит,general,pos,en
"Как тебе ЧМ Мира по футболу?)...отпиздюлат России?) А еще удивляешься,почему я футбол не люблю!(",general,neg,en
Гриша хочет пожить у тебя!,general,neutral,en
у меня красивее,general,pos,en
Зацени ленчик!!!Я думаю тебе понравится))),general,pos,en
Меланхолия в преддверье весны,general,neg,en
Помни враг!,general,neg,en
"Ахахахххххххххххххххххххххххх))))))))))))))))))))
Борис животное))))))))))))
Войне нет,Любви да))))))))
Хахахахахха-Хахахаххаха))))))))))))))))",general,pos,en
"В любимом человеке нравятся даже недостатки, а в нелюбимом раздражают даже достоинства.",general,neutral,en
"Pina Colada, indie, пустынное время ночное...
Я погрузился в себя - за переучётом бесконечных ушек/рожек в сознании протекают разнообразнейшие мысли и ощущения. Хотя доминируют отчего-то социальные. Сейчас в голове прокручиваются разноплановые соображения по поводу вот этого сюжета:",general,neutral,en
5 день эксперемента,general,neutral,en
"Валерия, я нашёл звезду, похожую на тебя. А кто похож на меня? Чтобы узнать, заходи в приложение",general,neutral,en
"Будьте осторожны в своих желаниях! Мечталось мне погулять по лесу в хорошую погоду . Вчера ""погуляла"".  С 25 кг средствами индивидуальной бронезащиты, оружием  и др причиндалами, после бессонной ночи в карауле, марш бросок и прочёс леса с буреломом. Под коварную команду летёхи ""газы!"" с намордником на, соответственно, морде. .А  погода и впрямь была отличной!..Хех..",general,neg,en
Все кто онлайн давайте сыграем в вечернийhala. Каждый пишет в коммент hala madrid или либой другой девиз своей любимой команды.,general,neutral,en
ВЕЛИКОЛЕПНО !,general,pos,en
"Алина, для тебя))",general,neutral,en
мой новый крутой подарочек)заспиртованная кобра),general,pos,en
"Живёшь,живёшь,и вдруг в твоей жизни появляется Юля.",general,neutral,en
О как я это помню,general,neutral,en
😊Опубликовано фото в Instagram,general,neutral,en
Еще плюс 2 балла тебе в Именах от меня,general,neutral,en
"я не знаю, зачем я это сделал (всё круче с зомби), но пусть тут повисит.",general,neutral,en
Поиграем? Продолжаем :),general,neutral,en
Сегодня нашему сынуле годик!!!Ура ура ура!!!,general,pos,en
"Очень гармоничные и приятные ребята Костя и Лена! Красавица Лена, не переставала улыбаться весь день!))) Съемка прошла налегке! Парочка снимков для анонса)",general,pos,en
Этому городу нужен новый герой.,general,neutral,en
Мой рейс в Екатеринбург задержан на 3 часа. Разница во времени с мск- плюс 2 часа. Прилечу и сразу на свадебку. Снова с корабля на бал. Аэропорты не хотят меня отпускать( @ Международный аэропорт Домодедово / Domodedovo International Airport (DME),general,neg,en
БМВ Х6 новая модель),general,neutral,en
"ИЖ Планета 3 (IZ), 1985 г.в., Цена: 2000грн., (г. Липовец) - AUTO.ria.ua Автобазар №1",general,neutral,en
"Это не человек. Это даже не мразь. Это то, чему не придумано определений",general,neg,en
"- Как быть с теми, кто нас не любит?
- С ними лучше не быть.

© Ринат Валиуллин

Картина: Михаил и Инесса Гармаш",general,neutral,en
